ID	taskID	catalogNumber	country	eventDate	eventID	fieldNotes	fieldNumber	locationID	relatedResourceID	scientificName	stateProvince	transcriberNotes	validatorNotes	verbatimElevation	verbatimLatitude	verbatimLocality	verbatimLocalityID	verbatimLongitude	collector1	collector2	collector3	collector4
581	2653264	1194094	Bolivia	7/20/1996		3454805	4801			Passiflora amethystina	Santa Cruz			1850-1900 m.	17°44' S	"Prov. Manuel Maria Caballero, Khara Huasi, trayecto de 5 km W de la escuelita, subiendo el Rio Khara Huasi."		64°44.5'W	"Vargas, Israel G."	"Aguilar, Felix"		
582	2653274	1194095	Bolivia	1994-04-07/1994-04-10		3498403	3090			Passiflora amethystina	Santa Cruz	"Harvard Index of botanists lists collector's name as: \n""Vargas C., Israel G."""		2400-2500 m.	17°49.5' S	"Prov. Caballero. Parque Nacional Amboro. Proximidades del Cerro Bravo a 10 km N de Comarapa, alrededores de la Parcela permanente. \n"		64°32.5' W	"Vargas C., Israel G."	"Camacho, J. M."	"Tapia, W."	
583	2653284	1194096	Bolivia	6/6/1992		3324719	4065			Passiflora amethystina	Santa Cruz			2000-2500 m	17°48'S	"Caballero Province\nEntre 15 y 25 km al norte de San Juan de Potrero hacia, Cerro Bravo."		64°15'W	"Killeen, T."	"Vargas, I."		
584	2653294	1194097	Brazil	7/14/2009		3584651	16409			Passiflora amethystina	Bahia	Cabruca = the traditional agroforest in which Cacao trees are planted under thinned-out native trees	Herbario Alexandre Leal Costa No. 92538		14°00' S	"Bahia, Litoral Sul, Itagiba, Mata do Cacau. Mata de Cabruca"		39°00' W	"Guedes, M. L."	"Alves, L. J."	"Loureiro, D. M."	"Oliveira, A. R. de"
585	2653304	1194098	Bolivia	3/1/1980		3246896	5269			Passiflora amethystina	La Paz			2400 m.	16°07' S	Province Murillo; 45.6 km NE from junction with road to Chacaltaya; upper Valle de Zongo		68°04' W	"Solomon, J.C."			
586	2653314	1194099	Bolivia	6/2/1991		3328653	40682			Passiflora amethystina	Santa Cruz			2200 m.	18°04' S	"Prov. Florida, 7 km. (by air) NE of Mairana. Cloud forest along southern limit of expanded Parque Nacional Amboro, entering from Mairana."		63°55' W	"Nee, M."			
587	2653324	1194100	Bolivia	5/11/1990		3352855	13648			Passiflora amethystina	La Paz			2200-2300  m.	16°4' S	"Murillo: Valle de Zongo, 32.5 Km N of (below) La Cumbre, (ca. 4.4 km above Zongo), trail up Rio Jachcha Cruz valley."		68°4' W	"Luteyn, James L."	"Dorr, L. J."		
588	2653334	1194101	Bolivia	5/23/1996		3364655	2033			Passiflora amethystina	Santa Cruz			2200 m.		Santa Cruz Prov. Caballero 15 km N. of Camarapa			"Wasshausen, D. C."	"Brummitt, R. K."	"Wood, J. R. I."	
589	2653344	1194102	Ecuador	9/15/1944		1900545	10734			Passiflora ampullacea	Canar			10000 ft.		"Along Sibambe-Cuenca R.R. right of way, near Rio Angos, Canar Province"			"Wiggins, Ira L."			
590	2653354	1194103	Ecuador	1918-09-17/1918-09-24		1023431	24090			Passiflora ampullacea	Azuay					Vicinity of Cuenca			"Rose, J. N."			
591	2653364	1194104	Ecuador	7/8/1939		1776340	982			Passiflora ampullacea	Chimborazo			2750 meters		Chocar			"Penland, C. William"			
592	2653374	1194105	Ecuador	9/15/1918		1022312	22672			Passiflora ampullacea	Cañar					"Below Paramo, Cañar"			"Rose, J. N."			
593	2653384	1194106	Ecuador	7/6/1945		2170360	E4045			Passiflora ampullacea	Chimborazo			8300 - 9000 ft.		Canar Border (western escarpment); E4014-4052; between Santa Rosa and Joyagshi			"Camp, W. H."			
594	2653394	1194107	Ecuador	8/12/1978		3022587	2648			Passiflora ampullacea	Canar	"could not confirm ""Revendado"""				Revendado			"Boeke, Jef D."	"Jaramillo, Jaime A."	"Narvaez, Rafael"	
595	2653404	1194108	Ecuador			1122898	229			Passiflora andina		no date\n	"Unable to determine 1st level admin area, due to more than one 'Corazon' in Ecuador."			Corazon			"Sodiro, A."			
596	2653414	1194109	Ecuador	1908-06		1188658	s.n.			Passiflora andina			Unable to determine 1st level admin area. More than one 'El Corozon' in Ecuador.			El Corazón			"Sodiro, A. S.J."			
597	2653424	1194110	Ecuador	3/14/1944		2165807	E-107			Passiflora andina	Imbabura			"10,600 ft"		"Cordillera Occidental Prov. Imbabura\nAbove Laguna Pinan, Slope of Volcan de Cotacachi. Habitat In forest edge."			"Drew, W.B."			
598	2653434	1194111	Colombia	11/9/1988		3185673	7270			Passiflora antioquiensis	Antioquia			2200 m	05°51' N	Mpio. de La Union; Km 31 of road La Union-Sonson (25 km before Sonson); disturbed roadside at stream crossing.		75°18' W	"Zarucchi, James L."	"Roldan, Fco. Javier"		
599	2653444	1194112	Colombia	6/2/1948		1998460	133			Passiflora antioquiensis	Antioquia	I don't speak Spanish.		aproximada 2500 metros		En selvas húmedas y abiertas en el Camino Real Antiguo al Boquerón de San Cristobal.			"Barkley, Fred A."	"Correa V., Jairo"		
600	2653454	1194113	Colombia	12/26/1930		1495862	1109			Passiflora antioquiensis	Antioquia			2000 meters		"Medellin, La Sierra.\n"			"Archer, W. A."			
601	2653464	1194114	Colombia	1939-02		1744858	1916			Passiflora antioquiensis	Antioquia					Yarumal			"Daniel, Bro."			
602	2653474	1194115	Colombia	1922-09-07/1922-09-11		1141526	10390			Passiflora antioquiensis	Caldas			2500 - 2800 m.		"Rio San Rafael,  Below Cerro Tatama\nCordillera Occidental. \nRocky stream-bank in forest"			"Pennel, Francis W."			
603	2653484	1194116	Colombia	9/14/1956		2824517	2251			Passiflora antioquiensis	Cundinamarca					"Cordillera Oriental; arriba de La Florida, por la carretera a Bogota."			"Idrobo, J. M."	"Jaramillo-Mejia, R."		
604	2653494	1194117	Colombia	2/27/1969		2581230A	27604			Passiflora antioquiensis	Valle del Cauca			2500-2550 m.		Cordillero Central: hoya del rio Guadalajara			"Cuatrecasas, Jose"	"Espinal, Sigifredo"	"Ramos, Jorge"	
605	2653504	1194118	Colombia	10/22/1946		1951242	22426			Passiflora antioquiensis	Valle del Cauca			2200-2300 m.		"Cordillera Occidental, filo de la Cordillera sobre Las Brisas, entre El Tabor y Alto de Mira\n"			"Cuatrecasas, J."			
606	2653514	1194119	Colombia	11/13/1962		2899620	346			Passiflora antioquiensis	Putumayo			2200 m.		"Valle de Sibundoy, 3 km. SE Sibundoy."			"Bristol, M. L."			
607	2653524	1194120	Colombia	6/30/1922		1141426	7568			Passiflora antioquiensis	Cuaca					"Cordillera Occidental, Department of El Cauca, ""San Jose"" San Antonio\n"			"Pennell, Francis W."			
608	2653534	1194121	Colombia	1963-01-10/1963-01-11		2451162	8243			Passiflora antioquiensis	Valle del Cauca					"Cuenca del Río Cali, ceranías de Peñas Blancas. \n"			"López, Figueiros"			
609	2653544	1194122	Colombia	1/23/1963		2455309	8419			Passiflora antioquiensis	Valle del Cauca					"Cordillera Occidental: Cuenca del Rio Cali, cercanias de Penas Blancas. \n\n"			Lopez-Figueiras			
610	2653554	1194123	Colombia	1/23/1963		2451036	8300			Passiflora antioquiensis	Valle del Cauca					"Cordillera Occidental: Cuenca del Río Cali, cercanías de Peñas Blancas.\nDepartamento del Valle"			"Figueiras, López"			
611	2653564	1194124	Colombia	11/28/1960		2844741	4189			Passiflora antioquiensis	Cundinamarca			1800 m.		"Quebrada La Aguadita, 2 km. arriba de a carretera a Fusagasugá."			"Idrobo, J. M."			
612	2653574	1194125	Colombia	1/13/1938		1858235	1442			Passiflora antioquiensis	Cauca			2500 m.		"ad. pag. El Tambo, in silva primaera ad San Antonio"			"von Sneidern, Kjell"			
613	2653584	1194126	Colombia	7/24/1946		1900477	21663			Passiflora antioquiensis	Valle del Cauca			2250-2350 m.		"Cordillera Occidental, vertiente oriental: Hoya del rio Cali; lado derecho del rio Pichinde, cuchilla de Los Carpatos."			"Cuatrecasas, J."			
614	2653594	1194127	Colombia	7/1/1922		1141429	7626			Passiflora antioquiensis	Cauca			2100-2500 m.		"Cordillera Occidental, ""San Jose"", San Antonio."			"Pennell, Francis W."			
615	2653604	1194128	Colombia	2/27/1969		2581231A	27604			Passiflora antioquiensis	Valle del Cauca			2550-2500 m.		Valle: Cordillero Central: hoya del rio Guadalajara			"Cuatrecasas, Jose"	"Espinal, Sigifredo"	"Ramos, Jorge"	
616	2653614	1194129	Colombia	7/1/1922		1141428	7626			Passiflora antioquiensis	Cauca			2100-2500 m.		"""San Jose"", San Antonio, Cordillera Occidental. Forest below S."			"Pennell, Francis W."			
617	2653624	1194130	Venezuela	6/16/1939		1778872	11134			Passiflora araguensis	Aragua			800 m.		"Guamitas, P.N."			"Williams, Llewelyn"			
618	2653634	1194131	Brazil	8/14/1968		2989386	6923			Passiflora araujoi	Rondônia					"Porto Velho to Cuiaba highway. Vicinity of Santa Barbara, 15 km. East of km. 117."			"Prance, G. T."	"Ramos, J. F."		
619	2653644	1194132	Brazil	6/24/1968		2989405	5174			Passiflora araujoi	Rondonia	"more collectors: J.F. Ramos and L.G. Farias,"				"Territory of Rondonia, Basin of Rio Madiera: Vicinity of Jaciparana, on road WNW of village."			"Prance, G. T."	"Philcox, D."	"Forero, E."	"Coclho, L. F."
620	2653654	1194133	Colombia	6/25/1976		2832396	1738			Passiflora araujoi	Vaupes					Mitu and vicinity; along lower Rio Kuduyari.			"Zarucchi, James L."	"Balick, Michael J."		
621	2653664	1194134	Brazil	1942-09		2439572	19907			Passiflora araujoi	Para					Belem			"Froes, R. de Lemos"			
622	2653674	1194135	Peru	6/11/1984		3064754	6499			Passiflora aristulata	San Martin			400-600 m.	6°25' S	"San Martin: San Martin, Km. 36-41 on Tarapoto-Yurimaguas Rd. Along Rio Cachiyacu and Rio Tiyacu."		76°15' W	"Knapp, S."	"Mallet, J."		
623	2653684	1194136	Peru	2/20/1984		3341470	7393			Passiflora aristulata	Loreto			90 m.		"Loreto. Maynas Dtto. Indiana, Quebrada de Yanayacu"			"Rimachi, Manuel Y."			
624	2653694	1194137	Peru	1/24/1932		1574957	6424			Passiflora aristulata	Loreto			110 m.		Distrito de Iquitos: Rancho Indiana; overflowed left bank of Rio Maranon.			"Mexia, Ynes"			
625	2653704	1194138	Peru	1929-10/1929-11		1470174	5180			Passiflora aristulata	Loreto			155-210 m.		Lower Rio Huallaga			"Williams, Llewelyn"			
626	2653714	1194139	Brazil	1954-12-16/1954-12-18		3352793	40339			Passiflora ascidia	Roraima			3000 ft.	4°30' N	Terr. do Rio Branco; Serra Sabang; igarape below Sabang.		60°40' W	"Maguire, B."	"Maguire, C. K."		
627	2653724	1194140	Guyana	1884-12-03		303514	84			Passiflora ascidia		"Roraima Expedition of 1884 confirmed in Wikipedia entry for Everard im Thurn. \n\nim Thurn's journal of 1884 Expedition is digitised, EbooksRead.com:   ""At last we reached the Kookenaam river at the village of Teroota — at the base, that is, of [Mt] Ror"		3500 ft.		Roraima Expedition: Kookinaam [Kukenaam] River.			"im Thurn, Everard F."			
628	2653734	1194141	Guyana	1922-11-23/1922-11-29		none on sheet	2844			Passiflora auriculata	Cuyuni-Mazaruni	"No USNM \n\nLongitude on label is not correct and so not included in db. Also, no Lat. on label, so this may cause error loading data."				"Kamakusa, Upper Mazaruni River. Longitude about 50°50' W."			"de la Cruz, J. S."			
629	2653744	1194142	Guyana	11/26/1919		1056121	16914			Passiflora auriculata	Demerara-Mahaica					"East Coast Water Conservancy, southeast of Georgetown; sand reef at head of Hoorubia Creek."			"Hitchcock, A. S."			
630	2653754	1194143	Suriname	11/21/1934		1661892	2785			Passiflora auriculata	Para					Sandrij I [Zanderij I]			"Archer, W. A."			
631	2653764	1194144	Suriname	1934-11-02/1934-11-12		1661889	2649			Passiflora auriculata		"Scotelweg is not listed in GeoNames, but is listed in other transcriptions (Google)."				Scotelweg			"Archer, W. A."			
632	2653774	1194145	Guyana	1922-10-30-1922-11-05		None on sheet	2632			Passiflora auriculata	"Upper Demerara-Berbice	"	No USNM				"Malali, Demaerara River, latitude about 5°35' N."			"de la Cruz, J. S."			
633	2653784	1194146	Guyana	12/11/1919		1056341	17210			Passiflora auriculata	Cuyuni-Mazaruni					"Kartabo, Junction of Mazaruni and Cuyuni Rivers"			"Hitchcock, A. S."			
634	2653794	1194147	Guyana	1923-04-03/1923-04-18		1186126	3742			Passiflora auriculata					8°20' N	"Waini River, Northwest District"		59°40' W	"De La Cruz, J. S."			
635	2653804	1194148	Guyana	1923-05-10/1923-05-23		1194216	3879			Passiflora auriculata	Upper Demerara-Berbice				7° 45' N	"Wanama River, Northwest District"		60° 15' W	"de la Cruz, J. S."			
636	2653814	1194149	Guyana	11/26/1919		1056120	16914			Passiflora auriculata	Demerara-Mahaica					"East Coast Water Conservancy, southeast of Georgetown; sand reef at head of Hoorubia Creek."			"Hitchcock, A. S."			
637	2653824	1194150	Guyana	12/12/1988		3343130	548			Passiflora auriculata	Upper Demerara-Berbice			0-50 m.	05°20' N	"West-Demerara, Mabura Hill, 180 km SSE of Georgetown, Kurupukari main, 6 km."		054°40' W	"Steege, H."			
638	2653834	1194151	Guyana	1993-03-01 or 1993-01-03		3306327	668			Passiflora auriculata		Unable to identify state/territory.			5°20' N	"Tropenbos reserve, near bathing creek."		58°30' W	"Ek, R. C."			
639	2653844	1194152	Suriname	6/1/2006		3656124	5310			Passiflora auriculata	Para		"Andel, T. R. van\nformat used by HUH."	10-20 m.	5°29' N			55°11' W	"Andel, T. R. van"	"Doekoe, G."	"Havinga, R. M."	
640	2653854	1194153	Peru	11/16/2007		3648204	36			Passiflora auriculata	Pasco			533 m.	"10°30' 23"" S"	"Pasco: Oxapampa. Dist. Villa Rica. Comunidad Nativa San Pedro de Pichanaz, sector San Francisco."		"075°04'19"" W"	"Rodriquez, Diana M."	"Rivera, R."		
641	2653864	1194154	Peru	4/21/2007		3648207	32354			Passiflora auriculata	Pasco			370 m.	"10°19'19"" S"	Pasco: Oxapampa. Distrito Palcazu. Carretera desde Chuchurras a Iscozacin.		"075°15'45"" W"	"Vasquez, Rodolfo"			
642	2653874	1194155	Brazil	9/27/1932		1571540	3099			Passiflora bahiensis									"Pickel, D. B."			
643	2653884	1194156	Brazil	1842		1420668	s.n.			Passiflora bahiensis	Estado de Bahía	Confirmed Glocker.				Bahia			Glocker			
644	2653894	1194157	Brazil	1842		1420667	s.n.			Passiflora bahiensis	Bahia		"Confirmed ""Glocker"" is collector in Brazil, HUH Database, Glocker, C. 1793-1858"			Bahia			Glocker			
645	2653904	1194158	Brazil	9/27/1932		1571539	3099			Passiflora bahiensis	Pernambuco					Tapera			"Pickel, B."			
646	2653914	1194159	Brazil	1912-12		1516489	2803			Passiflora balbis	Acre					"Rio Branco (civ. Amazonas), prope cataractas in silvis."			"Reihlmann, T. G."			
647	2653924	1194160	Brazil	3/21/1987		3173133	5799			Passiflora balbis	Roraima				3°22' N	"In Terra firme forest near Station Sema Ecological Station, Ilha de Maraca, Roraima"		61°25' W	"Ratter, J. A."	"Milliken, W."	"Coelho, D."	"Lima, Jose"
648	2653934	1194161		1925-09		1231136	s.n.			Passiflora belotii			Chris -- Cultivated.\nSouth America			"From type plant growing at Kew Gardens. [No details given for original material.]\n""Thought to be a hybrid of French origin having been received in England about 1847"" Bailey: Cyclop. Hort. 5: 2486. 1916."			"Killip, E. P."			
649	2653944	1194162	Colombia	1927-01-11/1927-01-27		1352577	16889			Passiflora bracteosa	Santander			2800 m.		Eastern Cordillera: vicinity of California			"Killip, E. P."	"Smith, Albert C."		
650	2653954	1194163	Colombia	8/27/1948		1989979	189085			Passiflora bracteosa	Santander			about 2500 m		Montanas en los alrededores Bucaramanga			"Barkley, Fred A."	"Araque, Jorge M."		
651	2653964	1194164	Colombia	1927-01-14/1927-01-31		1353748	18320			Passiflora bracteosa	Santander			2900 m.		"Eastern Cordillera, Vicinity of La Baja."			"Killip, E. P."	"Smith, A. C."		
652	2653974	1194165	Colombia	1926-12-21/1926-12-23		1351722	15926			Passiflora bracteosa	Santander	Checked high res. image for date.		2600-3000 m.		"Eastern Cordillera, vicinity of Las Vegas."			"Killip, E. P."	"Smith, Albert C."		
653	2653984	1194166	Colombia	1927-01-11/1927-01-27		1480208	16889			Passiflora bracteosa	Santander			2800 m.		"Eastern Cordillera, Dept. Santander: Vicinity of California."			"Killip, E. P."	"Smith, Albert C."		
654	2653994	1194167	Colombia	8/27/1948		1989978	18S085			Passiflora bracteosa	Santander			about 2500 m.		En las montanas en los alrededores de Bucaramanga			"Barkley, Fred A."	"Araque, Jorge M."		
655	2654004	1194168	Colombia	1926-12-21/1926-12-23		1351723	15926			Passiflora bracteosa	Santander			2600-3000 m.		"Eastern Cordillera, Vicinity of Las Vegas"			"Killip, E. P."	"Smith, A. C."		
656	2654014	1194169	Colombia	1927-01-14/1927-01-31		1423749	18320			Passiflora bracteosa	Santander			2900 meters		"Eastern Cordillera, Dept. Santander: Vicinity of La Baja"			"Killip, E. P."	"Smith, Albert C."		
657	2654024	1194170	Venezuela	1968-01-10/1968-01-11		2836375	100652			Passiflora bracteosa	Estado Tachira			2400 m.		"Caberceras del rio Quinimari vecindades de ""Las Copas"", al pie de la Pena de Pata de Judio (debajo del Paramo de Judio), 15kms. al sur de San Vicente de la Revancha, 30 kms. al sur de Alquitrano, suroeste de Santa Ana."			"Steyermark, Julian A."	"Dunsterville, G. C. K."	"Dunsterville, E."	
658	2654034	1194171	Bolivia	1910-11		534540	2896			Passiflora buchtienii	La Paz					Unduavi			"Buchtien, Otto"			
659	2654044	1194172	Bolivia	4/2/1982		3352790	7636			Passiflora buchtienii	La Paz			3150 m.		"Dpto. La Paz, Prov. Nor Yungas, Chuspipata 5kms via Unduavi"			"Beck, St. G."			
660	2654054	1194173	Bolivia	10/22/1984		3246895	12561			Passiflora buchtienii	La Paz	Unduavl could not be identified/located.  Could be incorrect spelling on label.	Unduavi\n	3200 m.	16°17' S	"Nor Yungas, 2 km. W of Chuspipata on road to Unduavi."		67°50' W	"Solomon, J. C."			
661	2654064	1194174	Bolivia	1931-10		1540146	8992			Passiflora buchtienii	La Paz					Unduavi in Nord Yungas			"Buchtien, Otto"			
662	2654074	1194175	Bolivia	1931-10		1540145	8991			Passiflora buchtienii	La Paz	Spelling Buehtien confirmed in Google search		3250 m.		Unduavi in Nord-Yungas			"Buehtien, Otto"			
663	2654084	1194176	Peru	1885-03		81277	489			Passiflora caerulea	Tacna		Ex Herb. Park Davis & Co.			Tacna			"Rusby, H. H."			
664	2654094	1194177	Peru	1885-03		1419096	489			Passiflora caerulea	Tacna					Tacna			"Rusby, H. H."			
665	2654104	1194178	Peru	4/12/1929		1356452	21530			Passiflora caerulea	Lima	Cultivated				Lima Botanical Garden			"Killip, E. P."	"Smith, A. C."		
666	2654114	1194179	Peru	1944-12		1857012	2638			Passiflora caerulea	Lima			200 m.		Hds Santoyo			"Soukup, S. S."			
667	2654124	1194180	Argentina	10/28/2004		3498316	1850			Passiflora caerulea	Buenos Aires					"Partido de General Madariaga: Reserva Natural ""Laguna Salada Grande"""			"Robles, S. Torres"	"Simon, P."	"Gonzalez, N."	
668	2654134	1194181	Argentina	12/2/1982		3188592	306			Passiflora caerulea	Buenos Aires					"Buenos Aires, Lima"			"de Romero, Mulgura"			
669	2654144	1194182	Argentina	11/14/1968		2547634	13815			Passiflora caerulea	Formosa					"Prov. Formosa: Dto. Monteagudo, Monteagudo, Ruta 11"			"Krapovikas, A."	"Cristobal, C. I."	"Ahumada, L. Z."	
670	2654154	1194183	Argentina	7/9/1954		2169290	2803			Passiflora caerulea	Corrientes					"Departamento de Mburucuyá: Estancia ""Santa Teresa"""			"Pedersen, Troels Myndel"			
671	2654164	1194184	Argentina	8/22/1951		2122691	1150			Passiflora caerulea	Corrientes					"Estancian ""La Yela"" (T.M.P)\nDep. Empedrado\nProv. Corrientes"			"Pedersen, Troels M."			
672	2654174	1194185	Argentina	1/13/1950		1995219	20Mz115			Passiflora caerulea	Mendoza			800 msm		Quinta Agronomica de Mendoza			"Caceres, Manuel R."	"Barkley, Fred A."		
673	2654184	1194186	Argentina	10/13/1946		1909197	6905			Passiflora caerulea	Cordoba								"Hunziker, Armando T."			
674	2654194	1194187	Argentina	12/20/1937		1940334	2924			Passiflora caerulea	San Cristobal					Petronila			Ragonese			
675	2654204	1194188	Argentina	11/26/1937		1940335	2979			Passiflora caerulea	Santa Fe					Santa Fe: Deptos San Javier y San Justo: Entre San Javier y Crespo.			Ragonese			
676	2654214	1194189	Argentina			1705473	4614			Passiflora caerulea	Misiones	No collection date				on road between Posadas and Bompland (Misiones)			"Archer, W. A."			
677	2654224	1194190	Argentina	11/27/1936		1705468	4592			Passiflora caerulea		No location details	"left hand label confirms donor, not location of specimen"						"Archer, W. A."			
678	2654234	1194191	Argentina	1/11/1936		1691677	855			Passiflora caerulea	Santa Fe	Spelling 'Nicanor' confirmed				Santa Fe: Los Camino de Recomquista a Nicanor Molinas.			"Job, M. M."			
679	2654244	1194192	Argentina	2/15/1934		1692810	159			Passiflora caerulea	Chaco					Fontana			"Meyer, Teodoro"			
680	2654254	1194193	Argentina	2/1/1928		1459668	28-607			Passiflora caerulea	Buenos Aires					near Tandil			Castex	Jussen		
681	2654264	1194194	Argentina	11/22/1927		1572725	7630			Passiflora caerulea	Salta			650 m.		Departamento Oran: Campo Grande\n\n			"Venturi, S."			
682	2654274	1194195	Argentina	10/4/1927		1459674	10717			Passiflora caerulea	Cordoba					"Cordoba, San Javier"			Castellano			
683	2654284	1194196	Argentina	10/17/1926		1572715	5092			Passiflora caerulea	Salta			1100 m.		Departamento Capital: San Lorenzo (Cerro St)			"Venturi, S."			
684	2654294	1194197	Argentina	10/17/1925		1742717	5098			Passiflora caerulea	Salta			1100 m.		Cerro de San Lorenzo			Sehreiher			
685	2654304	1194198	Argentina	1924-12-13/1924-12-14		1459667	24-1957			Passiflora caerulea	Buenos Aires					Punta Piedras			Castellanos			
686	2654314	1194199	Argentina	12/15/1923		1775748	s.n.			Passiflora caerulea	Tucuman			450 m.		Tucuman: Parque 9 de Julio			Sehreiher			
687	2654324	1194200	Argentina	1918-04		1775696	2841			Passiflora caerulea	Formosa					Formosa: Formosa			Jorgensen			
688	2654334	1194201	Argentina	1917-10		1055228	2615			Passiflora caerulea	Chaco		confirmed year using high res. image.\n\n			Coman Las Palmas			"Jorgensen, P."			
689	2654344	1194202	Argentina	1/2/1912		1775741	151			Passiflora caerulea	Buenos AIres					Partido de Guilmes: Platanos			Rodriguez			
690	2654354	1194203	Argentina	1904-09		1742700	3808			Passiflora caerulea	Tucuman					Tucuman - Capital			Lillo			
691	2654364	1194204	Brazil	11/2/1902		1775669	258			Passiflora caerulea	Pernambuco					Buenos Aires: Barracas al Sud			Venturi			
692	2654374	1194205	Brazil	10/30/1999		3389192	100			Passiflora caerulea	Rio Grande do Sul			750 m.		Mun. Flores da Cunha.			"Scur, L."			
693	2654384	1194206	Brazil	2/17/1998		3397202	1194			Passiflora caerulea	Rio Grande do Sul					Sao Francisco de Paula/RS-BR			"Diesel, Suzete"			
694	2654394	1194207	Brazil	10/15/1988		3149635	4664			Passiflora caerulea	Rio Grande do Sul			700 m.		RS - Caxias do Sul- Ana Rech-Faxinal			"Wasum, R."			
695	2654404	1194210	Brazil	10/24/1986		3072953	2169			Passiflora caerulea	Rio Grande do Sul	UCS is the Universidade de Caxias do Sul	cultivated?			RS - Caxias do Sul - Campus da UCS\n			"Wasum, R."	"Poloni, M"		
696	2654414	1194211	Brazil	9/21/1986		3072975	2009			Passiflora caerulea	Rio Grande do Sul					Cacapava do Sul - Fazenda da Taleira			"Wasum, R."			
697	2654424	1194212	Brazil	196?-02-10		2564232	13827			Passiflora caerulea	Parana		? year - obscured 196? \n1960 or 1966			"Est. Parana: Mun. Uniao de Vitoria, Uniao da Victoria."			"Hatschbach, G."	"Lindeman, J."	"Haas, H."	
698	2654434	1194213	Brazil	1/3/1965		2573644	14233			Passiflora caerulea	Santa Catarina			1400 m.	28°07' S	Mun. Sao Joaquim: Forest base of Morro de Igreja		49°28' W	"Smith, L. B."	"Reitz, Pe. R."		
699	2654444	1194214	Brazil	1964-11-07/1964-11-08		2573624	13006			Passiflora caerulea	Santa Catarina			700-800 m.	27°03' S	Mun. Catanduvas: East of Catanduvas		51°45' W	"Smith, L. B."	"Klein, R. M."		
700	2654454	1194215	Brazil	1/5/1965		2573643	14279			Passiflora caerulea	Santa Catarina			1300 m.	28°20' S	"Mun. Sao Joaquim: Campo, bog brook and rock outcrop near Encruzilhada de Boava, 8 km south of Sao Joaquim."		49°56' W	"Smith, L. B."	"Reitz, Pe. R."		
701	2654464	1194216	Brazil	10/25/1964		2573623	12948			Passiflora caerulea	Santa Catarina			500 - 600 m.	27°14' S	Mun. Concordia: Planalto		51°58' W	"Smith, L. B."	"Reitz, Pe. R."		
702	2654474	1194217	Brazil	12/22/1962		2841415	14505			Passiflora caerulea	Santa Catarina			900 m.		Campo Belo do Sul			Reitz	Klein		
703	2654484	1194218	Brazil	2/23/1962		2427418	12340			Passiflora caerulea	Santa Catarina			900 m.		"Calmon, Matos Costa"			Reitz	Klein		
704	2654494	1194219	Brazil	2/18/1960		2338842	6817			Passiflora caerulea	Parana					"Bocaiuva do Sul, Campinas dos Tavares"			"Hatschbach, G."			
705	2654504	1194220	Brazil	12/1/1959		2323748	8125			Passiflora caerulea	Santa Catarina			1400 m.		"Serra do Oratorio, Bom Jardim, S. Joaquim\nApardos da Serra"			Reitz	Klein		
706	2654514	1194221	Brazil	2/5/1957		2251717	10804			Passiflora caerulea	Santa Catarina			ca. 750 m.		Mun. Porto Uniao: ruderal 17 km south of  Porto Uniao.			"Smith, L. B."	"Klein, R."		
707	2654524	1194222	Brazil	1/17/1957		2251663	10230			Passiflora caerulea	Santa Catarina			1200 m.		"Mun. Orleaes: Headwalls (aparados de serra), source of Rio do Ortorio."			"Smith, L. B."	"Reitz, Pe. R."		
708	2654534	1194223	Brazil	12/22/1956		2251488	9062			Passiflora caerulea	Santa Catarina			1100-1200 m.		"Mun. Porto Uniao: Pinheiral northeast of Cacador, 22km."			"Smith, L. B."	"Reitz, Pc. R."		
709	2654544	1194224	Brazil	12/21/1956		2251473	8951			Passiflora caerulea	Santa Catarina			950-1100 m.		"Mun. Cacador ruderal, 8 km. North of Cacador"			"Smith, L. B."	"Reitz, Pe. R."		
710	2654554	1194225	Brazil	12/5/1956		2251380	8326			Passiflora caerulea	Santa Catarina			850-950 m.		Mun. Curitibanos and Campos Novos: Ruderal west of Curitibanos toward Campos Novos.			"Smith, L. B."	"Klein, R."		
711	2654564	1194226	Brazil	12/5/1956		2251371	8282			Passiflora caerulea	Santa Catarina	confirmed year from high res. image.		850 - 950 m.		"Mun. Curitibanos and Campos Novos; pinheiral, West of curitbanos toward Campos Novos, 4 km from C."			"Smith, L. B."	"Klein, R."		
712	2654574	1194227	Brazil	10/27/1956		2251192	3891			Passiflora caerulea	Parana					"Est.do Parana, Mun.: Palmas\nGalinhas"			"Hatschbach, G."			
713	2654584	1194228	Brazil	1/26/1952		2123292	4683			Passiflora caerulea	Santa Catarina					"Cascata do Rio Caveiras, Lages"			"Reitz, P. R."			
714	2654594	1194229	Brazil	10/10/1951		2102001	51338			Passiflora caerulea	Rio Grande do Sul	SJ is Rambo's title. Rambo was a Jesuit priest.  Used Chicago Style formatting for name.				Christo Rei p. S. Leopoldo\n			"Rambo, B., SJ"			
715	2654604	1194230	Brazil	10/12/1949		2046964	43882			Passiflora caerulea	Rio Grande do Sul		"Brasil, R.G.S.\nR.G.S.= Rio Grande do Sul"			Cai			"Rambe,B."			
716	2654614	1194231	Brazil	12/15/1948		2123227	2473			Passiflora caerulea	Santa Catarina		Ex Herb. Barbosa Rodrigues No. 3658	1950 m		"Campo dos Padres, Bom Retira - SC."			"Reitz, P. R."			
